Order_ID,Order_Date,Order_Time,Delivery_Time,Hub_Region,Distance_KM,Delivery_Duration_Min,Is_On_Time,Delivery_Fee_Charged,Payout_to_Driver,Customer_Rating,Order_Value_INR,Net_Profit_INR
BLK140786,2025-07-20,16:59,17:40,East Hub,8.86,41,0,25,32.72,2.8,2486,255
BLK147145,2025-07-20,16:48,17:12,South Hub,8.81,24,1,25,32.62,4.6,2361,202
BLK110878,2025-07-20,10:47,11:25,West Hub,11.55,38,0,25,38.1,3.6,568,47
BLK117906,2025-07-20,13:16,13:52,East Hub,6.21,36,0,49,41.82,3.3,2043,222
BLK120050,2025-07-20,13:22,13:48,North Hub,3.79,26,1,35,28.58,4.0,1373,141
BLK138350,2025-07-20,14:09,14:36,East Hub,1.94,27,1,25,18.88,4.1,2239,245
BLK149953,2025-07-20,15:48,16:26,East Hub,7.64,38,0,15,24.28,3.4,310,37
BLK140874,2025-07-20,21:50,22:08,South Hub,3.87,18,1,15,16.74,4.7,2018,172
BLK143630,2025-07-20,14:59,15:33,North Hub,8.2,34,0,25,31.4,3.8,760,71
BLK109404,2025-07-20,11:43,12:03,West Hub,4.05,20,1,49,37.5,4.7,515,44
BLK137941,2025-07-20,22:34,23:02,South Hub,9.02,28,1,25,33.04,4.3,1392,136
BLK103926,2025-07-21,13:14,13:48,East Hub,6.49,34,0,15,21.98,3.9,255,28
BLK133549,2025-07-21,20:13,20:52,East Hub,9.49,39,0,15,27.98,3.6,795,74
BLK131395,2025-07-21,11:51,12:12,South Hub,3.36,21,1,49,36.12,4.6,300,25
BLK136777,2025-07-21,16:20,16:38,South Hub,2.55,18,1,15,14.1,4.8,1059,96
BLK136776,2025-07-21,21:53,22:30,West Hub,11.57,37,0,15,32.14,3.3,1403,153
BLK104305,2025-07-21,16:57,17:22,North Hub,2.01,25,1,25,19.02,4.5,1626,193
BLK119371,2025-07-21,08:09,08:26,West Hub,2.14,17,1,35,25.28,4.8,372,42
BLK130486,2025-07-21,10:12,10:36,West Hub,4.76,24,1,15,18.52,4.6,445,48
BLK120427,2025-07-21,18:15,18:54,East Hub,7.25,39,0,25,29.5,3.3,1458,123
BLK120997,2025-07-21,13:34,14:03,South Hub,8.9,29,1,25,32.8,4.2,274,25
BLK104161,2025-07-21,11:42,12:20,East Hub,10.31,38,0,25,35.62,3.3,1403,152
BLK149485,2025-07-21,21:28,21:51,West Hub,7.12,23,1,25,29.24,4.6,1805,197
BLK111197,2025-07-21,10:13,10:43,South Hub,9.63,30,1,15,28.26,4.1,1560,161
BLK119483,2025-07-21,15:13,15:38,West Hub,2.31,25,1,25,19.62,4.6,869,69
BLK122206,2025-07-21,14:58,15:31,East Hub,5.38,33,0,25,25.76,3.8,1495,130
BLK120953,2025-07-21,22:30,22:57,West Hub,7.63,27,1,25,30.26,4.1,597,57
BLK133029,2025-07-21,09:00,09:24,South Hub,10.89,24,1,15,30.78,4.4,1963,234
BLK147551,2025-07-21,09:30,09:54,West Hub,8.47,24,1,25,31.94,4.4,2355,241
BLK122153,2025-07-21,20:22,20:58,East Hub,5.88,36,0,15,20.76,3.6,2238,213
BLK129518,2025-07-21,16:11,16:42,North Hub,6.63,31,0,25,28.26,4.6,1823,147
BLK118403,2025-07-21,08:50,09:16,North Hub,3.44,26,1,25,21.88,4.3,1105,130
BLK105176,2025-07-21,21:16,21:50,East Hub,9.27,34,0,25,33.54,4.0,1094,97
BLK121309,2025-07-21,17:20,17:49,West Hub,10.09,29,1,15,29.18,4.4,2189,218
BLK121413,2025-07-21,17:19,17:47,North Hub,6.3,28,1,25,27.6,4.0,1685,168
BLK137378,2025-07-21,08:18,08:49,West Hub,8.48,31,0,25,31.96,4.0,683,73
BLK135703,2025-07-21,16:00,16:22,East Hub,1.92,22,1,35,24.84,4.5,762,77
BLK135900,2025-07-21,17:17,17:42,North Hub,4.28,25,1,25,23.56,3.5,307,25
BLK132751,2025-07-21,22:22,22:59,West Hub,10.73,37,0,25,36.46,3.6,2004,178
BLK111766,2025-07-21,20:56,21:27,North Hub,7.08,31,0,25,29.16,3.8,1315,146
BLK118533,2025-07-21,11:18,11:42,North Hub,5.47,24,1,25,25.94,4.5,728,83
BLK119242,2025-07-21,14:25,14:57,North Hub,7.97,32,0,15,24.94,3.9,1434,131
BLK134238,2025-07-21,21:42,22:11,South Hub,8.93,29,1,15,26.86,4.2,1438,169
BLK123491,2025-07-21,15:57,16:25,South Hub,11.36,28,1,25,37.72,3.7,2347,234
BLK111065,2025-07-21,21:07,21:46,North Hub,10.79,39,0,15,30.58,3.2,546,51
BLK122288,2025-07-21,22:16,22:34,South Hub,4.93,18,1,25,24.86,4.7,1179,105
BLK121265,2025-07-21,10:55,11:30,West Hub,11.85,35,0,15,32.7,3.9,594,49
BLK147431,2025-07-21,21:08,21:38,East Hub,4.99,30,1,25,24.98,4.3,355,32
BLK122289,2025-07-21,22:14,22:38,North Hub,7.13,24,1,25,29.26,4.4,1880,153
BLK135594,2025-07-21,21:48,22:15,East Hub,2.36,27,1,25,19.72,4.0,1844,176
BLK135598,2025-07-21,08:56,09:26,West Hub,6.17,30,1,15,21.34,4.0,576,52
BLK123408,2025-07-21,13:48,14:16,North Hub,7.44,28,1,25,29.88,4.2,260,31
BLK105505,2025-07-21,08:50,09:15,East Hub,4.36,25,1,15,17.72,4.5,631,56
BLK122857,2025-07-21,16:58,17:28,North Hub,7.06,30,1,15,23.12,4.2,1687,163
BLK129640,2025-07-21,10:55,11:23,North Hub,3.72,28,1,25,22.44,3.4,483,44
BLK149455,2025-07-21,13:04,13:30,West Hub,7.8,26,1,25,30.6,4.2,640,65
BLK127894,2025-07-21,17:50,18:15,East Hub,3.29,25,1,35,27.58,4.5,2225,183
BLK128154,2025-07-21,13:50,14:22,East Hub,3.88,32,0,15,16.76,3.9,2309,243
BLK147590,2025-07-21,13:18,13:40,South Hub,3.87,22,1,25,22.74,4.6,1739,152
BLK121832,2025-07-21,20:48,21:04,West Hub,1.22,16,1,49,31.84,4.8,1732,203
BLK104496,2025-07-21,10:59,11:31,East Hub,6.39,32,0,15,21.78,3.8,659,59
BLK135624,2025-07-21,09:37,10:09,North Hub,7.83,32,0,35,36.66,3.8,2176,199
BLK104299,2025-07-21,14:52,15:22,South Hub,10.44,30,1,15,29.88,4.1,769,74
BLK131084,2025-07-21,11:31,11:58,West Hub,4.07,27,1,15,17.14,4.0,2136,196
BLK149541,2025-07-21,15:38,16:02,South Hub,6.53,24,1,15,22.06,4.7,1387,144
BLK121994,2025-07-21,10:35,10:57,North Hub,5.36,22,1,35,31.72,4.6,2404,269
BLK103388,2025-07-21,11:59,12:31,North Hub,7.43,32,0,25,29.86,3.8,1981,220
BLK135438,2025-07-21,18:44,19:18,East Hub,6.99,34,0,25,28.98,3.8,1992,221
BLK146050,2025-07-21,19:22,19:40,South Hub,2.78,18,1,15,14.56,4.9,2323,230
BLK111401,2025-07-21,19:46,20:14,North Hub,6.56,28,1,15,22.12,4.1,2163,222
BLK121966,2025-07-21,18:20,18:44,South Hub,10.64,24,1,25,36.28,4.6,1210,100
BLK149123,2025-07-21,20:10,20:42,East Hub,3.48,32,0,15,15.96,4.0,1643,166
BLK132352,2025-07-21,09:16,09:33,West Hub,3.36,17,1,35,27.72,4.8,1012,108
BLK118554,2025-07-21,11:22,11:41,South Hub,5.05,19,1,25,25.1,4.8,2371,218
BLK118380,2025-07-21,11:10,11:33,South Hub,10.63,23,1,25,36.26,4.6,1520,127
BLK133378,2025-07-21,08:20,08:47,West Hub,5.65,27,1,15,20.3,4.1,1035,92
BLK105536,2025-07-21,14:56,15:22,North Hub,7.78,26,1,49,44.96,4.3,1654,184
BLK110365,2025-07-21,11:46,12:11,West Hub,4.29,25,1,25,23.58,4.6,1316,106
BLK111666,2025-07-21,12:41,13:12,North Hub,6.91,31,0,25,28.82,3.7,1812,204
BLK122187,2025-07-21,19:51,20:16,South Hub,6.42,25,1,35,33.84,4.6,2425,262
BLK109543,2025-07-21,18:02,18:19,South Hub,3.06,17,1,15,15.12,4.9,1061,127
BLK140155,2025-07-21,11:54,12:21,West Hub,8.34,27,1,15,25.68,4.3,915,85
BLK101170,2025-07-21,20:05,20:34,West Hub,11.67,29,1,25,38.34,4.4,1602,150
BLK113744,2025-07-21,20:15,20:45,East Hub,6.47,30,1,25,27.94,4.2,190,22
BLK117524,2025-07-21,14:24,14:40,West Hub,2.54,16,1,15,14.08,1.8,1285,110
BLK117532,2025-07-21,22:21,22:46,South Hub,11.22,25,1,15,31.44,4.5,509,54
BLK114207,2025-07-21,19:18,19:40,West Hub,4.0,22,1,15,17.0,4.5,483,51
BLK124370,2025-07-21,16:10,16:37,West Hub,7.94,27,1,15,24.88,4.4,384,45
BLK140104,2025-07-21,16:42,17:26,East Hub,10.45,44,0,49,50.3,2.4,684,73
BLK139371,2025-07-21,22:23,22:44,South Hub,6.14,21,1,49,41.68,4.4,1454,136
BLK139386,2025-07-21,11:27,11:52,North Hub,6.45,25,1,15,21.9,2.4,1531,152
BLK143609,2025-07-21,12:21,12:54,North Hub,9.83,33,0,35,40.66,3.7,1446,122
BLK101820,2025-07-21,17:10,17:54,East Hub,11.32,44,0,15,31.64,2.6,214,19
BLK143283,2025-07-21,17:10,17:25,South Hub,2.6,15,1,35,26.2,5.0,769,76
BLK117043,2025-07-21,16:45,17:15,South Hub,9.41,30,1,25,33.82,4.2,1441,158
BLK100907,2025-07-21,15:30,16:13,East Hub,10.99,43,0,35,42.98,2.8,2223,183
BLK147910,2025-07-21,13:25,14:00,East Hub,5.64,35,0,25,26.28,3.8,2346,219
BLK108875,2025-07-21,13:32,14:01,North Hub,9.07,29,1,15,27.14,4.2,1812,151
BLK140038,2025-07-21,21:33,21:57,North Hub,1.35,24,1,25,17.7,4.4,975,81
BLK125105,2025-07-21,14:54,15:30,North Hub,9.17,36,0,35,39.34,3.2,1811,169
BLK115330,2025-07-21,16:06,16:22,West Hub,2.49,16,1,25,19.98,4.7,1166,115
BLK101308,2025-07-21,14:23,14:47,West Hub,3.5,24,1,49,36.4,4.6,2097,237
BLK100072,2025-07-21,17:49,18:14,West Hub,4.41,25,1,35,29.82,4.6,579,67
BLK137767,2025-07-21,11:22,11:49,West Hub,5.44,27,1,35,31.88,4.3,1847,215
BLK100750,2025-07-21,09:27,10:00,East Hub,5.62,33,0,49,40.64,3.9,1919,197
BLK125264,2025-07-21,11:42,12:07,West Hub,5.32,25,1,35,31.64,4.4,1174,114
BLK114192,2025-07-21,08:12,08:44,East Hub,3.86,32,0,49,37.12,3.6,2043,227
BLK146698,2025-07-21,17:37,17:53,West Hub,1.41,16,1,15,11.82,4.8,1068,89
BLK142722,2025-07-21,11:30,12:04,South Hub,11.83,34,0,15,32.66,3.7,1295,137
BLK101898,2025-07-21,18:58,19:21,South Hub,9.91,23,1,15,28.82,4.5,2181,179
BLK115207,2025-07-21,09:43,10:00,West Hub,2.85,17,1,25,20.7,4.8,1826,207
BLK113971,2025-07-21,16:04,16:28,West Hub,7.33,24,1,35,35.66,4.6,1253,133
BLK115920,2025-07-21,17:34,18:09,West Hub,10.92,35,0,15,30.84,4.0,911,80
BLK127188,2025-07-21,14:14,14:31,West Hub,2.97,17,1,35,26.94,4.8,1758,177
BLK143444,2025-07-21,13:55,14:28,East Hub,4.27,33,0,49,37.94,4.0,416,41
BLK140463,2025-07-21,14:36,14:56,South Hub,5.47,20,1,25,25.94,2.6,245,22
BLK108594,2025-07-21,19:47,20:19,South Hub,10.53,32,0,25,36.06,3.6,2440,228
BLK137813,2025-07-21,12:11,12:43,North Hub,10.62,32,0,25,36.24,3.8,953,106
BLK139060,2025-07-21,09:49,10:09,West Hub,2.9,20,1,25,20.8,4.8,761,75
BLK138801,2025-07-21,15:32,15:51,West Hub,4.31,19,1,35,29.62,4.8,990,111
BLK143434,2025-07-21,21:31,22:12,East Hub,10.95,41,0,25,36.9,2.6,911,86
BLK117255,2025-07-21,12:26,12:49,South Hub,7.13,23,1,25,29.26,4.4,1494,163
BLK126121,2025-07-21,09:55,10:16,West Hub,2.49,21,1,25,19.98,4.7,2378,283
BLK140280,2025-07-21,18:23,18:48,West Hub,2.81,25,1,15,14.62,4.6,1828,158
BLK114857,2025-07-21,08:30,08:53,West Hub,5.79,23,1,15,20.58,4.5,775,71
BLK102719,2025-07-21,08:53,09:22,North Hub,10.47,29,1,25,35.94,4.3,380,38
BLK140241,2025-07-21,18:40,19:02,East Hub,1.79,22,1,25,18.58,4.4,2205,203
BLK126085,2025-07-21,16:09,16:33,North Hub,6.93,24,1,49,43.26,4.7,368,34
BLK109325,2025-07-21,19:26,19:53,North Hub,9.11,27,1,15,27.22,4.3,1768,141
BLK109356,2025-07-21,10:58,11:37,East Hub,11.58,39,0,49,52.56,3.5,2096,179
BLK144305,2025-07-21,15:23,15:46,South Hub,4.92,23,1,15,18.84,4.5,1834,189
BLK141073,2025-07-21,16:57,17:25,West Hub,8.84,28,1,35,38.68,4.0,2472,245
BLK125167,2025-07-21,20:19,20:50,North Hub,7.72,31,0,25,30.44,3.9,638,53
BLK103316,2025-07-21,20:34,21:06,North Hub,6.57,32,0,15,22.14,2.4,1709,183
BLK118150,2025-07-21,18:00,18:33,South Hub,11.92,33,0,25,38.84,3.7,849,88
BLK125685,2025-07-21,09:27,09:50,West Hub,2.38,23,1,25,19.76,4.6,1258,130
BLK144058,2025-07-21,17:26,17:50,East Hub,2.84,24,1,15,14.68,4.5,1716,200
BLK143894,2025-07-21,19:10,19:29,West Hub,1.39,19,1,35,23.78,1.8,202,16
BLK138172,2025-07-21,14:29,15:04,North Hub,11.42,35,0,15,31.84,3.9,2162,195
BLK144126,2025-07-21,18:57,19:21,South Hub,10.65,24,1,15,30.3,4.5,2364,208
BLK100634,2025-07-21,11:39,12:11,South Hub,10.81,32,0,15,30.62,3.7,557,60
BLK102223,2025-07-21,08:22,08:49,East Hub,2.47,27,1,49,34.34,4.0,1902,220
BLK149787,2025-07-21,11:30,11:56,South Hub,11.23,26,1,15,31.46,4.1,1567,146
BLK137517,2025-07-21,11:25,11:51,South Hub,6.07,26,1,49,41.54,4.2,594,51
BLK108699,2025-07-21,20:04,20:35,South Hub,10.9,31,0,15,30.8,3.9,1533,138
BLK115498,2025-07-21,19:43,20:02,North Hub,1.82,19,1,15,12.64,4.8,1344,109
BLK114601,2025-07-21,08:30,08:50,North Hub,1.42,20,1,35,23.84,4.8,867,90
BLK123729,2025-07-21,09:59,10:23,West Hub,1.9,24,1,15,12.8,4.5,202,23
BLK143921,2025-07-21,08:40,09:09,East Hub,5.15,29,1,15,19.3,4.2,1320,106
BLK125420,2025-07-21,20:28,20:52,South Hub,6.36,24,1,25,27.72,4.7,1147,113
BLK118127,2025-07-21,13:18,13:44,North Hub,7.46,26,1,25,29.92,4.2,671,76
BLK113031,2025-07-21,15:34,15:59,South Hub,8.47,25,1,25,31.94,3.5,1924,189
BLK148935,2025-07-21,08:35,08:59,South Hub,5.7,24,1,15,20.4,3.7,1098,120
BLK125101,2025-07-21,11:36,12:06,North Hub,4.92,30,1,15,18.84,3.6,737,75
BLK115963,2025-07-22,15:44,16:15,North Hub,11.81,31,0,25,38.62,3.9,862,78
BLK149382,2025-07-22,11:53,12:10,West Hub,2.23,17,1,35,25.46,4.7,1005,113
BLK102634,2025-07-22,17:54,18:36,East Hub,10.54,42,0,35,42.08,2.6,2028,172
BLK141351,2025-07-22,20:25,20:46,West Hub,2.01,21,1,35,25.02,4.4,379,43
BLK149017,2025-07-22,19:42,20:20,East Hub,6.86,38,0,15,22.72,3.4,540,56
BLK122373,2025-07-22,16:09,16:54,East Hub,11.25,45,0,35,43.5,3.0,550,51
BLK129431,2025-07-22,14:08,14:32,West Hub,1.98,24,1,25,18.96,4.5,1808,149
BLK115485,2025-07-22,19:18,19:55,North Hub,10.01,37,0,35,41.02,3.2,957,79
BLK125404,2025-07-22,19:24,19:48,North Hub,1.11,24,1,15,11.22,4.7,2272,230
BLK114618,2025-07-22,16:21,16:43,North Hub,4.91,22,1,25,24.82,4.5,1336,132
BLK131030,2025-07-22,10:42,11:03,South Hub,1.37,21,1,49,32.14,4.6,2191,194
BLK133932,2025-07-22,19:13,19:38,North Hub,3.51,25,1,35,28.02,4.4,1435,166
BLK103515,2025-07-22,08:05,08:30,South Hub,10.16,25,1,25,35.32,4.5,1667,195
BLK138256,2025-07-22,22:45,23:16,North Hub,6.87,31,0,35,34.74,4.0,2499,244
BLK138946,2025-07-22,20:13,20:45,East Hub,4.61,32,0,25,24.22,3.7,1118,116
BLK137879,2025-07-22,14:00,14:22,West Hub,3.54,22,1,15,16.08,4.6,828,98
BLK143556,2025-07-22,09:41,10:06,West Hub,5.82,25,1,15,20.64,4.5,882,76
BLK144919,2025-07-22,15:18,15:57,East Hub,11.51,39,0,25,38.02,3.3,935,79
BLK110276,2025-07-22,16:10,16:37,East Hub,2.6,27,1,15,14.2,4.3,1652,183
BLK145205,2025-07-22,16:44,17:11,North Hub,7.94,27,1,15,24.88,4.4,2227,229
BLK103143,2025-07-22,10:20,10:53,North Hub,10.95,33,0,25,36.9,3.9,456,43
BLK100222,2025-07-22,19:49,20:05,West Hub,1.23,16,1,35,23.46,4.9,1353,155
BLK136218,2025-07-22,21:04,21:24,West Hub,4.63,20,1,49,38.66,4.9,544,62
BLK142307,2025-07-22,11:31,12:00,West Hub,9.87,29,1,25,34.74,4.1,309,33
BLK133658,2025-07-22,15:45,16:10,West Hub,2.39,25,1,25,19.78,4.4,395,38
BLK132899,2025-07-22,17:59,18:33,East Hub,5.66,34,0,15,20.32,3.6,2443,238
BLK115424,2025-07-22,15:01,15:25,West Hub,3.61,24,1,15,16.22,4.5,762,61
BLK120095,2025-07-22,11:11,11:47,East Hub,6.21,36,0,15,21.42,3.5,551,65
BLK115390,2025-07-22,12:25,12:53,North Hub,5.53,28,1,15,20.06,4.1,1061,106
BLK126418,2025-07-22,19:57,20:38,East Hub,10.69,41,0,15,30.38,2.4,1636,190
BLK107875,2025-07-22,10:28,10:53,West Hub,6.19,25,1,15,21.38,4.7,1872,177
BLK127303,2025-07-22,13:43,14:10,North Hub,4.22,27,1,35,29.44,4.3,1027,102
BLK109458,2025-07-22,16:31,17:04,West Hub,9.1,33,0,15,27.2,3.9,1346,116
BLK148119,2025-07-22,19:38,20:01,South Hub,3.0,23,1,25,21.0,4.7,1882,189
BLK106238,2025-07-22,21:19,21:46,West Hub,4.43,27,1,49,38.26,4.2,1361,122
BLK134287,2025-07-22,14:02,14:38,East Hub,6.09,36,0,25,27.18,3.2,2236,230
BLK109352,2025-07-22,22:34,23:08,West Hub,9.22,34,0,15,27.44,3.7,1043,98
BLK131191,2025-07-22,11:55,12:25,North Hub,8.36,30,1,35,37.72,4.3,323,35
BLK102867,2025-07-22,08:42,09:10,West Hub,5.47,28,1,49,40.34,4.1,1001,94
BLK121954,2025-07-22,14:36,14:55,South Hub,2.07,19,1,49,33.54,4.9,495,57
BLK147464,2025-07-22,16:56,17:29,East Hub,5.36,33,0,35,31.72,3.9,1151,93
BLK128102,2025-07-22,19:33,20:12,North Hub,11.2,39,0,25,37.4,1.0,1626,169
BLK132475,2025-07-22,11:40,12:08,West Hub,10.85,28,1,25,36.7,4.2,2199,246
BLK130101,2025-07-22,22:29,22:51,East Hub,1.34,22,1,35,23.68,4.4,453,39
BLK127313,2025-07-22,20:18,20:45,West Hub,7.89,27,1,15,24.78,4.3,1360,131
BLK134309,2025-07-22,22:35,23:11,East Hub,6.84,36,0,25,28.68,3.6,684,76
BLK136458,2025-07-22,14:54,15:23,North Hub,6.75,29,1,25,28.5,4.3,1330,132
BLK116041,2025-07-22,09:31,10:08,West Hub,11.7,37,0,15,32.4,3.5,735,69
BLK118790,2025-07-22,10:35,10:54,South Hub,2.55,19,1,15,14.1,4.7,640,62
BLK108761,2025-07-22,16:49,17:07,West Hub,3.71,18,1,25,22.42,4.8,1807,201
BLK136575,2025-07-22,10:37,10:58,North Hub,4.82,21,1,15,18.64,4.6,667,72
BLK130242,2025-07-22,09:37,10:14,East Hub,9.18,37,0,25,33.36,2.6,2314,232
BLK143642,2025-07-22,11:05,11:37,East Hub,5.21,32,0,25,25.42,3.9,855,99
BLK109810,2025-07-22,15:06,15:36,North Hub,8.35,30,1,15,25.7,4.2,552,52
BLK110715,2025-07-22,13:30,14:05,West Hub,11.13,35,0,49,51.66,3.6,1431,158
BLK126360,2025-07-22,22:20,23:00,East Hub,7.61,40,0,49,44.62,3.1,1539,131
BLK142582,2025-07-22,12:12,12:36,West Hub,1.44,24,1,15,11.88,4.6,328,39
BLK142186,2025-07-22,10:35,10:55,South Hub,7.73,20,1,15,24.46,4.8,1938,213
BLK128153,2025-07-22,11:31,11:56,South Hub,9.68,25,1,15,28.36,4.5,2357,233
BLK143571,2025-07-22,22:20,22:47,East Hub,3.88,27,1,15,16.76,4.2,2224,220
BLK123917,2025-07-22,12:13,12:46,West Hub,10.05,33,0,15,29.1,3.9,855,100
BLK132346,2025-07-22,10:45,11:15,South Hub,10.53,30,1,49,50.46,4.1,1583,155
BLK145524,2025-07-22,17:14,17:38,West Hub,6.33,24,1,15,21.66,4.6,1071,121
BLK120947,2025-07-22,20:13,20:33,North Hub,4.02,20,1,15,17.04,4.9,854,69
BLK115376,2025-07-22,19:37,19:58,East Hub,1.86,21,1,25,18.72,1.3,1944,164
BLK100976,2025-07-22,21:30,22:05,West Hub,10.72,35,0,15,30.44,3.9,1447,166
BLK141281,2025-07-22,18:41,19:17,North Hub,11.15,36,0,15,31.3,3.3,2167,202
BLK134191,2025-07-22,12:07,12:36,West Hub,5.08,29,1,49,39.56,4.1,498,50
BLK133775,2025-07-22,19:48,20:13,East Hub,1.44,25,1,15,11.88,4.5,1900,209
BLK112646,2025-07-22,09:20,09:46,West Hub,5.38,26,1,25,25.76,3.0,2340,252
BLK104881,2025-07-22,16:11,16:41,East Hub,5.1,30,1,25,25.2,4.1,1227,126
BLK134237,2025-07-22,10:56,11:35,North Hub,11.52,39,0,49,52.44,3.6,278,30
BLK112575,2025-07-22,21:10,21:39,East Hub,4.9,29,1,15,18.8,4.2,2079,215
BLK116371,2025-07-22,18:42,19:14,East Hub,3.37,32,0,15,15.74,3.7,1864,150
BLK118822,2025-07-22,15:44,16:25,East Hub,9.02,41,0,35,39.04,2.7,164,14
BLK120989,2025-07-22,13:15,13:43,North Hub,3.92,28,1,49,37.24,4.3,2413,199
BLK121586,2025-07-22,13:09,13:35,West Hub,5.02,26,1,15,19.04,4.2,948,102
BLK126875,2025-07-22,13:57,14:30,North Hub,9.06,33,0,35,39.12,3.7,422,50
BLK110456,2025-07-22,15:00,15:41,East Hub,8.77,41,0,25,32.54,2.5,2021,194
BLK139629,2025-07-22,10:38,11:10,North Hub,6.0,32,0,15,21.0,3.7,383,31
BLK105340,2025-07-22,17:59,18:25,North Hub,3.46,26,1,15,15.92,1.4,358,34
BLK145927,2025-07-22,08:55,09:27,East Hub,7.15,32,0,15,23.3,3.9,374,34
BLK106921,2025-07-22,11:56,12:16,South Hub,7.91,20,1,25,30.82,4.8,1689,184
BLK128576,2025-07-22,13:11,13:39,East Hub,5.96,28,1,35,32.92,4.3,849,89
BLK137120,2025-07-22,09:43,10:10,North Hub,6.02,27,1,35,33.04,4.4,1660,163
BLK135078,2025-07-22,16:00,16:20,West Hub,1.73,20,1,25,18.46,4.7,1651,188
BLK129895,2025-07-22,14:56,15:22,South Hub,7.55,26,1,35,36.1,4.3,235,23
BLK109250,2025-07-22,22:59,23:18,North Hub,2.23,19,1,15,13.46,4.8,345,30
BLK126812,2025-07-22,20:45,21:07,South Hub,3.38,22,1,15,15.76,4.5,2324,209
BLK146940,2025-07-22,20:30,20:59,West Hub,10.3,29,1,35,41.6,4.2,2247,241
BLK145603,2025-07-22,08:39,09:07,West Hub,11.27,28,1,35,43.54,4.4,2076,227
BLK133383,2025-07-22,08:36,08:50,South Hub,1.43,14,1,15,11.86,5.0,1408,149
BLK143288,2025-07-22,13:19,13:50,East Hub,2.43,31,0,15,13.86,3.8,2216,199
BLK124651,2025-07-22,08:01,08:40,East Hub,9.91,39,0,35,40.82,3.5,1682,190
BLK111764,2025-07-22,11:14,11:44,West Hub,10.98,30,1,15,30.96,2.6,461,54
BLK139351,2025-07-22,17:21,17:53,East Hub,6.84,32,0,15,22.68,3.9,2472,231
BLK143020,2025-07-22,09:03,09:35,North Hub,10.07,32,0,15,29.14,3.6,434,49
BLK109419,2025-07-22,19:48,20:07,North Hub,1.88,19,1,25,18.76,4.7,718,84
BLK102153,2025-07-22,20:12,20:43,East Hub,6.58,31,0,25,28.16,3.7,2481,272
BLK125233,2025-07-22,18:58,19:26,North Hub,4.08,28,1,15,17.16,4.1,2472,266
BLK106895,2025-07-22,17:08,17:41,South Hub,11.1,33,0,35,43.2,3.9,1888,155
BLK122180,2025-07-22,22:06,22:41,North Hub,8.21,35,0,49,45.82,3.7,884,81
BLK124168,2025-07-22,15:16,15:33,South Hub,3.4,17,1,49,36.2,4.8,662,75
BLK115000,2025-07-22,14:12,14:44,East Hub,3.33,32,0,25,21.66,3.9,1796,150
BLK141848,2025-07-22,17:49,18:17,West Hub,7.1,28,1,15,23.2,4.0,662,74
BLK121394,2025-07-22,22:50,23:17,West Hub,8.89,27,1,49,47.18,4.3,271,24
BLK118153,2025-07-22,20:45,21:09,North Hub,3.0,24,1,15,15.0,4.5,2024,224
BLK115026,2025-07-22,18:19,18:51,North Hub,9.75,32,0,25,34.5,3.7,1983,209
BLK131748,2025-07-22,15:49,16:24,West Hub,11.95,35,0,15,32.9,3.7,492,39
BLK106061,2025-07-22,12:57,13:17,West Hub,4.51,20,1,35,30.02,4.7,2355,281
BLK107591,2025-07-22,12:17,12:51,West Hub,11.0,34,0,25,37.0,3.9,2195,218
BLK125684,2025-07-22,19:48,20:15,West Hub,10.42,27,1,25,35.84,4.1,2254,249
BLK133122,2025-07-22,11:09,11:38,South Hub,10.72,29,1,35,42.44,1.5,1307,154
BLK127662,2025-07-22,14:22,14:40,South Hub,3.2,18,1,15,15.4,1.0,2170,215
BLK146943,2025-07-22,17:15,17:42,North Hub,9.01,27,1,25,33.02,4.4,1838,219
BLK141753,2025-07-22,17:46,18:17,East Hub,6.72,31,0,35,34.44,1.5,1116,90
BLK143066,2025-07-22,16:54,17:18,South Hub,5.3,24,1,25,25.6,4.6,1094,95
BLK146083,2025-07-22,10:07,10:30,West Hub,5.61,23,1,35,32.22,4.7,2176,193
BLK104417,2025-07-22,19:16,19:55,North Hub,11.38,39,0,25,37.76,3.4,1729,206
BLK100665,2025-07-22,20:07,20:44,North Hub,10.74,37,0,25,36.48,3.1,1678,159
BLK123258,2025-07-22,13:01,13:24,South Hub,5.95,23,1,25,26.9,4.5,470,54
BLK143293,2025-07-22,11:03,11:29,West Hub,6.72,26,1,15,22.44,4.0,2283,228
BLK140973,2025-07-22,14:50,15:12,South Hub,4.74,22,1,15,18.48,4.5,495,58
BLK142776,2025-07-22,22:36,23:01,South Hub,5.07,25,1,35,31.14,4.4,889,77
BLK148758,2025-07-22,11:31,11:59,South Hub,10.33,28,1,49,50.06,4.2,1308,150
BLK104056,2025-07-22,22:04,22:23,South Hub,1.61,19,1,49,32.62,4.9,838,67
BLK127136,2025-07-22,12:27,12:53,West Hub,9.72,26,1,15,28.44,4.2,1858,172
BLK123376,2025-07-22,14:15,14:45,North Hub,8.72,30,1,15,26.44,4.2,1695,192
BLK149909,2025-07-22,12:55,13:21,West Hub,8.53,26,1,15,26.06,4.2,547,46
BLK141951,2025-07-22,09:52,10:34,East Hub,8.77,42,0,35,38.54,2.9,401,40
BLK124951,2025-07-22,18:05,18:31,North Hub,4.13,26,1,15,17.26,4.2,742,71
